,jd,mag,mag_unc,filter,limmag,programid,forced
484,2458567.8065394,99.0,99.0,g,19.9905,1,1
485,2458567.8312037,99.0,99.0,r,20.2221,1,1
486,2458567.8321065,99.0,99.0,r,20.1641,1,1
487,2458567.8446412,99.0,99.0,i,19.8339,1,1
488,2458567.8717477,99.0,99.0,r,20.1661,1,1
489,2458567.9081366,99.0,99.0,g,20.1698,1,1
490,2458568.7190278,99.0,99.0,g,20.6637,1,1
491,2458568.7485648,99.0,99.0,g,20.7221,1,1
492,2458568.7575347,99.0,99.0,g,20.2325,1,1
493,2458568.7799884,99.0,99.0,r,20.5741,1,1
494,2458568.7985532,99.0,99.0,r,20.4082,1,1
495,2458568.8296412,99.0,99.0,r,17.6996,1,1
496,2458569.8896991,99.0,99.0,r,20.5342,1,1
497,2458572.7406366,99.0,99.0,i,19.4058,1,1
498,2458572.7637731,99.0,99.0,g,20.31,1,1
499,2458572.8006597,99.0,99.0,r,20.1459,1,1
500,2458572.8084144,99.0,99.0,r,19.9522,1,1
501,2458572.8290162,99.0,99.0,g,20.3397,1,1
502,2458572.829919,99.0,99.0,g,20.4378,1,1
503,2458572.8511574,99.0,99.0,g,20.1778,1,1
504,2458572.8748032,99.0,99.0,r,19.6428,1,1
505,2458573.7693171,99.0,99.0,r,20.4123,1,1
506,2458573.7790509,99.0,99.0,r,20.3213,1,1
507,2458573.8005671,99.0,99.0,g,20.2595,1,1
508,2458573.8694907,99.0,99.0,g,20.7318,1,1
509,2458574.7795718,99.0,99.0,r,16.6361,1,1
510,2458574.8213426,99.0,99.0,r,19.0586,1,1
511,2458574.8447454,99.0,99.0,g,19.7709,1,1
512,2458574.8720833,99.0,99.0,g,20.7903,1,1
513,2458574.8885995,99.0,99.0,g,20.7958,1,1
514,2458575.7859144,99.0,99.0,g,20.9046,1,1
515,2458575.8061921,99.0,99.0,g,20.7384,1,1
516,2458575.8272338,99.0,99.0,g,20.9652,1,1
517,2458575.8281366,99.0,99.0,g,20.9641,1,1
518,2458575.8638657,99.0,99.0,r,18.971,1,1
519,2458575.8975463,99.0,99.0,r,19.9852,1,1
520,2458580.7399421,99.0,99.0,g,20.7886,1,1
521,2458580.7618519,99.0,99.0,g,20.7721,1,1
522,2458580.7848032,99.0,99.0,r,20.7783,1,1
523,2458580.7866319,99.0,99.0,r,20.748,1,1
524,2458580.8100116,99.0,99.0,g,20.5575,1,1
525,2458580.8109144,99.0,99.0,g,20.7336,1,1
526,2458580.8209606,99.0,99.0,r,20.5513,1,1
527,2458580.8765856,99.0,99.0,r,20.5126,1,1
528,2458581.7585069,99.0,99.0,r,20.5878,1,1
529,2458581.7806713,99.0,99.0,i,20.1545,1,1
530,2458581.808912,99.0,99.0,g,20.7748,1,1
531,2458581.8320602,99.0,99.0,g,20.7172,1,1
532,2458581.8648264,99.0,99.0,r,19.854,1,1
533,2458582.753669,99.0,99.0,r,20.697,1,1
534,2458582.819537,99.0,99.0,g,20.8937,1,1
535,2458582.8464699,99.0,99.0,g,20.9342,1,1
536,2458582.8752778,99.0,99.0,g,19.0683,1,1
537,2458583.7831944,99.0,99.0,r,20.2272,1,1
538,2458583.7841319,99.0,99.0,r,20.3069,1,1
539,2458583.8122917,99.0,99.0,r,20.2628,1,1
540,2458584.7488657,99.0,99.0,g,20.4672,1,1
541,2458584.7586574,99.0,99.0,g,20.4827,1,1
542,2458584.7766782,99.0,99.0,g,20.3739,1,1
543,2458584.8082292,99.0,99.0,r,20.5906,1,1
544,2458584.8234606,99.0,99.0,r,20.5476,1,1
545,2458584.8697801,99.0,99.0,r,20.3847,1,1
546,2458585.7215741,99.0,99.0,g,20.4725,1,1
547,2458585.7580787,99.0,99.0,g,20.6082,1,1
548,2458585.7843519,99.0,99.0,g,20.6391,1,1
549,2458585.8031944,99.0,99.0,r,20.5414,1,1
550,2458585.8219792,99.0,99.0,r,20.6331,1,1
551,2458586.6749769,99.0,99.0,g,20.1807,1,1
552,2458586.7291435,99.0,99.0,r,20.3096,1,1
553,2458586.7372222,99.0,99.0,r,20.4153,1,1
554,2458586.7461343,99.0,99.0,r,20.4452,1,1
555,2458586.7649653,99.0,99.0,g,20.3428,1,1
556,2458586.7766782,99.0,99.0,g,20.3626,1,1
557,2458586.777581,99.0,99.0,g,20.3256,1,1
558,2458586.829838,99.0,99.0,r,20.3426,1,1
559,2458587.723125,99.0,99.0,g,20.0637,1,1
560,2458587.7395255,99.0,99.0,g,19.894,1,1
561,2458587.770787,99.0,99.0,r,19.9748,1,1
562,2458587.7902894,99.0,99.0,r,19.9493,1,1
563,2458587.7969329,99.0,99.0,r,20.0209,1,1
564,2458587.8237037,99.0,99.0,g,20.2612,1,1
565,2458587.843287,99.0,99.0,i,19.5256,1,1
566,2458588.7797569,99.0,99.0,g,18.4243,1,1
567,2458588.7995602,99.0,99.0,g,19.7323,1,1
568,2458588.8262731,99.0,99.0,g,17.4984,1,1
569,2458588.8467014,99.0,99.0,r,18.0441,1,1
570,2458588.8644907,99.0,99.0,r,19.3715,1,1
571,2458589.6575694,99.0,99.0,g,19.0687,1,1
572,2458589.7627083,99.0,99.0,r,19.6418,1,1
573,2458589.7636227,99.0,99.0,r,19.6074,1,1
574,2458589.7827662,99.0,99.0,r,18.4796,1,1
575,2458589.8024421,99.0,99.0,r,18.3816,1,1
576,2458591.6938889,99.0,99.0,g,19.4601,1,1
577,2458591.7158218,99.0,99.0,g,19.3044,1,1
578,2458591.747963,99.0,99.0,g,19.4118,1,1
579,2458591.7986227,99.0,99.0,i,18.4836,1,1
580,2458591.8481713,99.0,99.0,r,18.6291,1,1
581,2458591.8622106,99.0,99.0,r,19.1719,1,1
582,2458591.8844213,99.0,99.0,r,19.5297,1,1
583,2458592.6396528,99.0,99.0,g,19.1777,1,1
584,2458592.6856597,99.0,99.0,g,18.9359,1,1
585,2458592.6866088,99.0,99.0,g,19.025,1,1
586,2458592.6948032,99.0,99.0,g,19.402,1,1
587,2458592.7587616,99.0,99.0,r,19.56,1,1
588,2458592.7615394,99.0,99.0,r,19.544,1,1
589,2458592.7802431,99.0,99.0,r,19.516,1,1
590,2458592.8018866,99.0,99.0,r,19.5451,1,1
591,2458593.7541319,99.0,99.0,r,19.7664,1,1
592,2458593.7742593,99.0,99.0,r,19.901,1,1
593,2458594.7232407,99.0,99.0,g,19.6521,1,1
594,2458594.7404745,99.0,99.0,g,19.6463,1,1
595,2458594.7565046,99.0,99.0,g,19.6433,1,1
596,2458594.8310532,99.0,99.0,r,19.5368,1,1
597,2458594.8415046,99.0,99.0,r,19.5818,1,1
598,2458596.6966782,99.0,99.0,g,20.5791,1,1
599,2458596.6976273,99.0,99.0,g,20.6262,1,1
600,2458596.7240972,99.0,99.0,g,20.6576,1,1
601,2458596.7426273,99.0,99.0,g,20.7578,1,1
602,2458596.7685301,99.0,99.0,r,20.3946,1,1
603,2458596.7694329,99.0,99.0,r,20.4247,1,1
604,2458596.7836343,99.0,99.0,r,20.4456,1,1
605,2458596.8039815,99.0,99.0,r,20.1864,1,1
606,2458596.8524769,99.0,99.0,i,19.9507,1,1
607,2458596.8637963,99.0,99.0,i,19.9747,1,1
608,2458597.7672685,99.0,99.0,g,20.7828,1,1
609,2458597.7822338,99.0,99.0,g,20.7553,1,1
610,2458597.810081,99.0,99.0,g,20.5744,1,1
611,2458597.8193171,99.0,99.0,r,20.4939,1,1
612,2458597.8409028,99.0,99.0,r,20.342,1,1
613,2458597.8659375,99.0,99.0,r,20.3461,1,1
614,2458598.7437037,99.0,99.0,g,20.9228,1,1
615,2458598.7646759,99.0,99.0,g,20.9677,1,1
616,2458598.7888657,99.0,99.0,g,20.9433,1,1
617,2458598.8044097,99.0,99.0,r,20.8594,1,1
618,2458598.9670023,99.0,99.0,g,20.1643,1,1
619,2458598.9997569,99.0,99.0,r,19.8468,1,1
620,2458599.6953125,99.0,99.0,g,20.355,1,1
621,2458599.69625,99.0,99.0,g,20.3858,1,1
622,2458599.7454861,99.0,99.0,g,21.4236,1,1
623,2458600.6924306,99.0,99.0,g,20.8783,1,1
624,2458600.7205093,99.0,99.0,g,20.4981,1,1
625,2458600.8090856,99.0,99.0,r,20.8295,1,1
626,2458602.7220718,99.0,99.0,g,18.6567,1,1
627,2458606.7265856,99.0,99.0,r,20.7238,1,1
628,2458606.734294,99.0,99.0,r,20.7824,1,1
629,2458606.7356481,99.0,99.0,r,20.6977,1,1
630,2458606.905,99.0,99.0,g,20.8709,1,1
631,2458606.9059028,99.0,99.0,g,20.866,1,1
632,2458606.9318519,99.0,99.0,g,20.7814,1,1
633,2458606.9507986,99.0,99.0,g,20.6582,1,1
634,2458607.7390046,99.0,99.0,r,20.5433,1,1
635,2458607.7698611,99.0,99.0,i,20.1778,1,1
636,2458607.803125,99.0,99.0,g,20.9357,1,1
637,2458608.7474421,99.0,99.0,r,20.7202,1,1
638,2458608.7567708,99.0,99.0,r,20.6216,1,1
639,2458608.7615856,99.0,99.0,r,20.5297,1,1
640,2458608.7849306,99.0,99.0,g,20.376,1,1
641,2458608.8092014,99.0,99.0,g,20.6671,1,1
642,2458608.8328935,99.0,99.0,g,20.4078,1,1
643,2458609.677338,99.0,99.0,g,20.1347,1,1
644,2458609.7084954,99.0,99.0,g,20.8597,1,1
645,2458612.7229051,99.0,99.0,r,20.9233,1,1
646,2458612.763831,99.0,99.0,g,21.0676,1,1
647,2458612.7647338,99.0,99.0,g,21.076,1,1
648,2458612.7901736,99.0,99.0,g,21.1082,1,1
649,2458612.8114005,99.0,99.0,g,21.0997,1,1
650,2458616.6590046,99.0,99.0,r,20.1224,1,1
651,2458616.6730903,99.0,99.0,r,20.1491,1,1
652,2458616.6962963,99.0,99.0,i,19.5882,1,1
653,2458616.7288542,99.0,99.0,g,19.8562,1,1
654,2458616.7461227,99.0,99.0,g,20.0727,1,1
655,2458616.7470255,99.0,99.0,g,19.9938,1,1
656,2458616.7639699,99.0,99.0,g,20.0972,1,1
657,2458616.881875,99.0,99.0,r,20.2066,1,1
658,2458618.7057639,99.0,99.0,r,20.0653,1,1
659,2458619.7045949,99.0,99.0,r,17.6864,1,1
660,2458619.7054977,99.0,99.0,r,17.9623,1,1
661,2458619.7220949,99.0,99.0,g,19.2779,1,1
662,2458619.7453704,99.0,99.0,g,19.2455,1,1
663,2458619.7462731,99.0,99.0,g,19.2807,1,1
664,2458619.7555787,99.0,99.0,g,19.2505,1,1
665,2458622.6765741,99.0,99.0,g,19.4267,1,1
666,2458622.6783796,99.0,99.0,g,19.2434,1,1
667,2458628.705162,99.0,99.0,g,20.865,1,1
668,2458628.7264468,99.0,99.0,g,20.8014,1,1
669,2458628.7273495,99.0,99.0,g,20.7499,1,1
670,2458628.8050694,99.0,99.0,r,20.6039,1,1
671,2458628.8214699,99.0,99.0,r,20.468,1,1
672,2458628.8228704,99.0,99.0,r,20.4877,1,1
673,2458632.6917708,99.0,99.0,g,20.8096,1,1
674,2458635.7044907,99.0,99.0,g,21.0127,1,1
675,2458638.6988542,99.0,99.0,g,20.9182,1,1
676,2458638.7198843,99.0,99.0,r,20.8344,1,1
677,2458641.6658449,99.0,99.0,g,20.1029,1,1
678,2458641.6879167,99.0,99.0,g,20.845,1,1
679,2458641.7796875,99.0,99.0,r,20.9845,1,1
680,2458643.7211111,99.0,99.0,i,19.9835,1,1
681,2458644.7589468,99.0,99.0,r,20.2889,1,1
682,2458647.7406597,99.0,99.0,r,20.1527,1,1
683,2458648.7867245,99.0,99.0,i,19.4673,1,1
684,2458649.6828009,99.0,99.0,g,19.6153,1,1
685,2458649.6930903,99.0,99.0,g,19.5448,1,1
686,2458649.7273843,99.0,99.0,r,19.8776,1,1
687,2458649.7661806,99.0,99.0,r,19.6906,1,1
688,2458649.8454282,99.0,99.0,g,19.134,1,1
689,2458650.7021644,99.0,99.0,g,19.8193,1,1
690,2458650.729213,99.0,99.0,g,19.7218,1,1
691,2458651.6785417,99.0,99.0,g,19.6006,1,1
692,2458651.6959375,99.0,99.0,g,19.5009,1,1
693,2458651.7291782,99.0,99.0,g,19.5042,1,1
694,2458651.7588657,99.0,99.0,r,19.6124,1,1
695,2458651.7876389,99.0,99.0,r,19.5025,1,1
696,2458653.781412,99.0,99.0,g,19.6279,1,1
697,2458654.6827546,99.0,99.0,r,20.6448,1,1
698,2458654.7266782,99.0,99.0,r,20.2867,1,1
699,2458654.7383218,99.0,99.0,g,20.1944,1,1
700,2458654.7626505,99.0,99.0,g,20.0334,1,1
701,2458654.7854167,99.0,99.0,g,19.5148,1,1
702,2458657.6978241,99.0,99.0,g,20.7143,1,1
703,2458660.6878704,99.0,99.0,g,20.4261,1,1
704,2458661.6744792,99.0,99.0,i,19.483,1,1
705,2458665.6961806,99.0,99.0,g,20.7589,1,1
706,2458668.6946412,99.0,99.0,g,20.8435,1,1
707,2458671.6746644,99.0,99.0,i,19.8551,1,1
708,2458671.7016667,99.0,99.0,r,19.8646,1,1
709,2458674.6997917,99.0,99.0,g,20.1511,1,1
710,2458674.7179745,99.0,99.0,r,20.2226,1,1
711,2458675.6727778,99.0,99.0,i,19.15,1,1
712,2458677.681088,99.0,99.0,g,19.9703,1,1
713,2458680.6783681,99.0,99.0,g,19.1622,1,1
714,2458680.742338,99.0,99.0,r,19.5963,1,1
715,2458683.6943403,99.0,99.0,g,20.1687,1,1
716,2458686.6976389,99.0,99.0,g,20.3723,1,1
717,2458689.6848843,99.0,99.0,r,17.0217,1,1
718,2458692.6800463,99.0,99.0,r,19.39,1,1
719,2458692.722581,99.0,99.0,g,20.3899,1,1
720,2458695.7071759,99.0,99.0,r,19.1867,1,1
721,2458701.6626505,99.0,99.0,r,19.2801,1,1
722,2458716.6526505,99.0,99.0,g,20.2114,1,1
723,2458720.6582523,99.0,99.0,g,20.0238,1,1
724,2458726.6456366,99.0,99.0,r,19.9038,1,1
725,2458726.6565394,99.0,99.0,g,19.8306,1,1
726,2458787.0277894,99.0,99.0,g,18.7288,1,1
727,2458792.012963,99.0,99.0,r,19.9611,1,1
728,2458801.0560301,99.0,99.0,g,19.1217,1,1
729,2458805.0119097,99.0,99.0,g,19.2049,1,1
730,2458805.0556481,99.0,99.0,r,19.332,1,1
731,2458813.0557755,99.0,99.0,r,20.0127,1,1
732,2458829.0174306,99.0,99.0,i,19.9884,1,1
733,2458829.0185764,99.0,99.0,i,19.9618,1,1
734,2458830.0045718,99.0,99.0,i,16.8208,1,1
735,2458831.0034954,99.0,99.0,i,20.4104,1,1
736,2458831.0046412,99.0,99.0,i,20.4051,1,1
737,2458832.0116088,99.0,99.0,i,19.963,1,1
738,2458832.0127546,99.0,99.0,i,19.9998,1,1
739,2458833.9807523,99.0,99.0,r,19.4467,1,1
740,2458833.9991898,99.0,99.0,r,19.3684,1,1
741,2458834.0456829,99.0,99.0,g,19.3294,1,1
742,2458834.0571181,99.0,99.0,g,19.137,1,1
743,2458834.0575694,99.0,99.0,g,19.3013,1,1
744,2458834.0580208,99.0,99.0,g,19.4901,1,1
745,2458837.007037,99.0,99.0,r,20.0221,1,1
746,2458837.0581597,99.0,99.0,g,20.3502,1,1
747,2458837.0677662,99.0,99.0,g,20.2804,1,1
748,2458847.0610069,99.0,99.0,g,20.6842,1,1
749,2458852.0314583,99.0,99.0,g,19.9245,1,1
750,2458852.0319097,99.0,99.0,g,20.0553,1,1
751,2458852.0323611,99.0,99.0,g,19.7774,1,1
752,2458853.0351157,99.0,99.0,g,20.8771,1,1
753,2458853.0497917,99.0,99.0,r,20.4339,1,1
754,2458853.0751968,99.0,99.0,r,20.2729,1,1
755,2458855.8860301,99.0,99.0,i,19.4309,1,1
756,2458855.9061227,99.0,99.0,i,19.809,1,1
757,2458855.936412,99.0,99.0,g,19.8068,1,1
758,2458855.9484375,99.0,99.0,g,19.5721,1,1
759,2458856.007037,99.0,99.0,g,20.4741,1,1
760,2458856.052037,99.0,99.0,r,20.583,1,1
761,2458856.0529398,99.0,99.0,r,20.5516,1,1
762,2458856.8658449,99.0,99.0,r,17.9667,1,1
763,2458859.8955903,99.0,99.0,i,19.4182,1,1
764,2458859.9090509,99.0,99.0,i,19.3921,1,1
765,2458859.9448727,99.0,99.0,r,19.7594,1,1
766,2458859.9867245,99.0,99.0,r,19.8215,1,1
767,2458859.9876273,99.0,99.0,r,19.8775,1,1
768,2458860.0387963,99.0,99.0,g,19.4965,1,1
769,2458860.0556944,99.0,99.0,g,19.7647,1,1
770,2458860.8718056,99.0,99.0,r,19.2418,1,1
771,2458860.8855787,99.0,99.0,r,19.5001,1,1
772,2458861.8619097,99.0,99.0,i,19.2362,1,1
773,2458861.926331,99.0,99.0,i,19.6097,1,1
774,2458861.9659259,99.0,99.0,g,19.0788,1,1
775,2458861.9928472,99.0,99.0,g,19.3219,1,1
776,2458862.0377778,99.0,99.0,r,19.7352,1,1
777,2458862.0545255,99.0,99.0,r,19.6666,1,1
778,2458862.865706,99.0,99.0,r,19.5566,1,1
779,2458862.8807292,99.0,99.0,r,19.5459,1,1
780,2458862.9001505,99.0,99.0,r,19.5711,1,1
781,2458862.9737847,99.0,99.0,g,19.593,1,1
782,2458862.9746991,99.0,99.0,g,19.7531,1,1
783,2458862.9853009,99.0,99.0,g,19.7225,1,1
784,2458863.057338,99.0,99.0,i,20.352,1,1
785,2458863.0739005,99.0,99.0,i,20.313,1,1
786,2458863.9241319,99.0,99.0,g,19.9157,1,1
787,2458863.9409606,99.0,99.0,g,19.8624,1,1
788,2458863.9776505,99.0,99.0,i,20.4526,1,1
789,2458863.9929977,99.0,99.0,i,20.4825,1,1
790,2458864.0505671,99.0,99.0,r,20.2924,1,1
791,2458864.933125,99.0,99.0,g,20.2395,1,1
792,2458864.9763773,99.0,99.0,g,20.3568,1,1
793,2458864.9975231,99.0,99.0,r,20.5106,1,1
794,2458865.0106134,99.0,99.0,r,20.1988,1,1
795,2458865.0520255,99.0,99.0,i,20.6951,1,1
796,2458865.0716088,99.0,99.0,i,20.57,1,1
797,2458866.9775463,99.0,99.0,i,20.2156,1,1
798,2458867.0291667,99.0,99.0,r,20.4536,1,1
799,2458867.0539005,99.0,99.0,g,20.3902,1,1
800,2458867.0548032,99.0,99.0,g,20.4405,1,1
801,2458867.0696759,99.0,99.0,g,20.3742,1,1
802,2458867.9293866,99.0,99.0,g,20.5977,1,1
803,2458867.9453704,99.0,99.0,g,20.5863,1,1
804,2458867.9760532,99.0,99.0,r,20.4147,1,1
805,2458867.9922454,99.0,99.0,r,20.5198,1,1
806,2458868.0559838,99.0,99.0,i,20.466,1,1
807,2458868.0727315,99.0,99.0,i,20.325,1,1
808,2458871.8679398,99.0,99.0,i,20.0086,1,1
809,2458871.8876968,99.0,99.0,i,19.9666,1,1
810,2458871.9502199,99.0,99.0,g,20.5873,1,1
811,2458871.9648495,99.0,99.0,g,20.3993,1,1
812,2458871.9657523,99.0,99.0,g,20.3355,1,1
813,2458872.0161458,99.0,99.0,r,20.2985,1,1
814,2458872.0229167,99.0,99.0,r,20.4471,1,1
815,2458872.0238194,99.0,99.0,r,20.3804,1,1
816,2458872.955544,99.0,99.0,g,20.8212,1,1
817,2458872.9942708,99.0,99.0,i,20.3808,1,1
818,2458873.0119676,99.0,99.0,i,19.4777,1,1
819,2458873.0746181,99.0,99.0,r,19.8788,1,1
820,2458873.8614236,99.0,99.0,g,20.6449,1,1
821,2458873.9071875,99.0,99.0,g,20.6921,1,1
822,2458873.9759838,99.0,99.0,i,20.5,1,1
823,2458873.99,99.0,99.0,i,20.5179,1,1
824,2458874.0108796,99.0,99.0,r,20.6843,1,1
825,2458874.0257292,99.0,99.0,r,20.6989,1,1
826,2458874.8939236,99.0,99.0,g,19.9115,1,1
827,2458875.8702315,99.0,99.0,i,20.2826,1,1
828,2458875.8910417,99.0,99.0,i,20.1769,1,1
829,2458875.9498032,99.0,99.0,g,20.6538,1,1
830,2458875.9650231,99.0,99.0,g,20.633,1,1
831,2458875.9659375,99.0,99.0,g,20.7068,1,1
832,2458876.0123727,99.0,99.0,r,20.6572,1,1
833,2458876.013287,99.0,99.0,r,20.6929,1,1
834,2458876.0382176,99.0,99.0,r,20.7151,1,1
835,2458876.7801389,99.0,99.0,r,20.0797,1,1
836,2458876.8454051,99.0,99.0,r,20.6465,1,1
837,2458876.8920718,99.0,99.0,g,20.6721,1,1
838,2458876.9754977,99.0,99.0,i,20.7942,1,1
839,2458876.9894329,99.0,99.0,i,20.8021,1,1
840,2458877.010463,99.0,99.0,g,20.7669,1,1
841,2458877.9540278,99.0,99.0,i,20.4569,1,1
842,2458877.9678588,99.0,99.0,i,20.7143,1,1
843,2458877.9925579,99.0,99.0,r,20.7361,1,1
844,2458878.0084838,99.0,99.0,r,20.7236,1,1
845,2458878.0352199,99.0,99.0,g,20.5914,1,1
846,2458878.0474421,99.0,99.0,g,20.3139,1,1
847,2458878.8226968,99.0,99.0,r,19.9095,1,1
848,2458878.8380903,99.0,99.0,r,19.9428,1,1
849,2458878.8723611,99.0,99.0,r,20.0206,1,1
850,2458878.9551389,99.0,99.0,i,20.3488,1,1
851,2458878.9703935,99.0,99.0,i,20.2576,1,1
852,2458878.9989931,99.0,99.0,g,20.3852,1,1
853,2458879.0138194,99.0,99.0,g,20.4272,1,1
854,2458879.0147222,99.0,99.0,g,20.3666,1,1
855,2458879.8729398,99.0,99.0,r,19.9134,1,1
856,2458879.9298611,99.0,99.0,i,19.9285,1,1
857,2458879.9534838,99.0,99.0,i,20.0699,1,1
858,2458879.9764931,99.0,99.0,g,20.1863,1,1
859,2458879.9937847,99.0,99.0,g,20.3828,1,1
860,2458880.0309259,99.0,99.0,r,19.6379,1,1
861,2458880.8918287,99.0,99.0,i,20.7414,1,1
862,2458880.955625,99.0,99.0,g,20.6254,1,1
863,2458880.9944444,99.0,99.0,g,20.6981,1,1
864,2458881.010162,99.0,99.0,r,20.6629,1,1
865,2458881.0285648,99.0,99.0,r,20.6105,1,1
866,2458881.0513889,99.0,99.0,i,20.5315,1,1
867,2458881.7955093,99.0,99.0,r,19.945,1,1
868,2458881.9325347,99.0,99.0,i,20.3947,1,1
869,2458881.967419,99.0,99.0,g,20.8857,1,1
870,2458881.9875347,99.0,99.0,g,20.893,1,1
871,2458881.9898148,99.0,99.0,g,20.8666,1,1
872,2458882.0335069,99.0,99.0,r,20.7192,1,1
873,2458882.0740278,99.0,99.0,i,20.1562,1,1
874,2458883.8089468,99.0,99.0,i,19.7378,1,1
875,2458883.8670486,99.0,99.0,i,20.0324,1,1
876,2458883.9329282,99.0,99.0,g,20.2173,1,1
877,2458883.9707176,99.0,99.0,g,20.2911,1,1
878,2458884.0310648,99.0,99.0,r,20.1159,1,1
879,2458884.045162,99.0,99.0,r,20.1663,1,1
880,2458884.8713657,99.0,99.0,i,19.989,1,1
881,2458884.9052083,99.0,99.0,i,20.1338,1,1
882,2458884.930081,99.0,99.0,g,19.9527,1,1
883,2458884.9529745,99.0,99.0,g,20.042,1,1
884,2458884.971875,99.0,99.0,g,20.3314,1,1
885,2458885.0041898,99.0,99.0,r,19.8149,1,1
886,2458885.0320833,99.0,99.0,r,20.1667,1,1
887,2458885.0329861,99.0,99.0,r,20.1456,1,1
888,2458885.8631597,99.0,99.0,i,19.7819,1,1
889,2458885.9041782,99.0,99.0,i,19.7448,1,1
890,2458885.9332292,99.0,99.0,g,19.5323,1,1
891,2458885.9494676,99.0,99.0,g,19.7519,1,1
892,2458886.0117361,99.0,99.0,r,20.1984,1,1
893,2458886.0325231,99.0,99.0,r,20.552,1,1
894,2458886.8679398,99.0,99.0,i,20.3034,1,1
895,2458886.9066319,99.0,99.0,i,20.3722,1,1
896,2458886.955463,99.0,99.0,g,19.7388,1,1
897,2458886.9705556,99.0,99.0,g,19.9401,1,1
898,2458887.0137384,99.0,99.0,r,20.1518,1,1
899,2458887.0311574,99.0,99.0,r,20.1837,1,1
900,2458887.7765856,99.0,99.0,i,19.9276,1,1
901,2458887.9308796,99.0,99.0,g,19.5913,1,1
902,2458887.949537,99.0,99.0,g,19.6112,1,1
903,2458887.9504514,99.0,99.0,g,19.667,1,1
904,2458887.98875,99.0,99.0,r,19.9813,1,1
905,2458888.7992593,99.0,99.0,g,18.8062,1,1
906,2458888.8717824,99.0,99.0,i,19.786,1,1
907,2458888.9033912,99.0,99.0,i,19.6084,1,1
908,2458888.9524537,99.0,99.0,r,19.2896,1,1
909,2458888.9663773,99.0,99.0,r,19.4092,1,1
910,2458889.0332407,99.0,99.0,g,18.8623,1,1
911,2458890.850787,99.0,99.0,i,19.7648,1,1
912,2458890.8589352,99.0,99.0,i,19.8858,1,1
913,2458890.9542593,99.0,99.0,r,19.2215,1,1
914,2458890.9678125,99.0,99.0,r,19.1533,1,1
915,2458890.9687269,99.0,99.0,r,19.07,1,1
916,2458891.0039352,99.0,99.0,g,18.8261,1,1
917,2458891.0048264,99.0,99.0,g,18.9193,1,1
918,2458891.0359838,99.0,99.0,g,19.1591,1,1
919,2458891.8844444,99.0,99.0,i,19.8952,1,1
920,2458891.9053009,99.0,99.0,i,19.9297,1,1
921,2458891.9342824,99.0,99.0,g,19.6677,1,1
922,2458891.9490162,99.0,99.0,g,19.7637,1,1
923,2458891.9874306,99.0,99.0,r,20.1461,1,1
924,2458892.0094097,99.0,99.0,r,20.0612,1,1
925,2458892.8261343,99.0,99.0,r,19.9468,1,1
926,2458892.8410764,99.0,99.0,g,19.7266,1,1
927,2458892.8921528,99.0,99.0,g,19.9405,1,1
928,2458892.9319213,99.0,99.0,i,20.4968,1,1
929,2458892.9868634,99.0,99.0,i,20.3656,1,1
930,2458893.0064931,99.0,99.0,r,20.1737,1,1
931,2458893.8846065,99.0,99.0,i,20.5656,1,1
932,2458893.9116898,99.0,99.0,i,20.5771,1,1
933,2458893.9518171,99.0,99.0,g,20.3128,1,1
934,2458893.9527199,99.0,99.0,g,20.3201,1,1
935,2458893.9936806,99.0,99.0,g,20.272,1,1
936,2458894.010081,99.0,99.0,r,20.4494,1,1
937,2458894.0109838,99.0,99.0,r,20.4154,1,1
938,2458894.0398032,99.0,99.0,r,20.408,1,1
939,2458894.8402778,99.0,99.0,g,20.4273,1,1
940,2458894.8620602,99.0,99.0,g,20.4241,1,1
941,2458894.8840162,99.0,99.0,i,20.6538,1,1
942,2458894.9121759,99.0,99.0,i,20.7048,1,1
943,2458894.9828588,99.0,99.0,r,20.4149,1,1
944,2458895.005625,99.0,99.0,r,20.3907,1,1
945,2458895.8202778,99.0,99.0,i,20.6786,1,1
946,2458895.8481597,99.0,99.0,i,20.7603,1,1
947,2458895.8881829,99.0,99.0,g,20.7264,1,1
948,2458895.9090278,99.0,99.0,g,20.4389,1,1
949,2458895.9312269,99.0,99.0,r,20.5175,1,1
950,2458895.9544907,99.0,99.0,r,20.632,1,1
951,2458896.8470255,99.0,99.0,i,20.6736,1,1
952,2458896.8864931,99.0,99.0,i,20.5181,1,1
953,2458898.9095255,99.0,99.0,g,21.0459,1,1
954,2458898.9296296,99.0,99.0,g,21.0453,1,1
955,2458898.9305324,99.0,99.0,g,21.0238,1,1
956,2458898.9506944,99.0,99.0,g,21.0611,1,1
957,2458898.9676042,99.0,99.0,r,20.8158,1,1
958,2458898.9891435,99.0,99.0,r,20.8525,1,1
959,2458898.9900463,99.0,99.0,r,20.8406,1,1
960,2458899.0068287,99.0,99.0,r,20.7937,1,1
961,2458899.8916782,99.0,99.0,g,20.743,1,1
962,2458899.9098032,99.0,99.0,g,20.8551,1,1
963,2458899.9301389,99.0,99.0,g,20.8339,1,1
964,2458899.931956,99.0,99.0,g,20.8127,1,1
965,2458899.9493287,99.0,99.0,r,20.6729,1,1
966,2458899.9502315,99.0,99.0,r,20.5888,1,1
967,2458899.9746875,99.0,99.0,r,20.6903,1,1
968,2458899.9910995,99.0,99.0,r,20.5595,1,1
